date,time,temperature,dewpoint,humidity,wind_speed,wind_gust_speed,wind_dir_degrees,wind_dir,pressure,windchill,heatindex,precip,precip_rate,precip_1hr,precip_today,solarradiation,uv_index,temperature_indoor,humidity_indoor,software_type,event,conditions
1/1/2017,0:51:00,6.7,-3.9,47,5.6,,0,Variable,1012,5.8,,,,,,,,,,,Overcast,
1/1/2017,1:51:00,6.7,-3.3,49,7.4,37,260,West,1012.3,5.3,,0,,,,,,,,,Overcast,
1/1/2017,2:51:00,7.2,-3.9,46,,,0,North,1012.6,,,,,,,,,,,,Overcast,
1/1/2017,3:51:00,6.7,-3.9,47,16.7,29.6,250,WSW,1013.3,3.6,,,,,,,,,,,Partly Cloudy,
1/1/2017,4:51:00,7.2,-4.4,44,11.1,,250,WSW,1013.9,5.1,,,,,,,,,,,Mostly Cloudy,
1/1/2017,5:51:00,6.7,-3.9,47,5.6,,0,Variable,1015.3,5.8,,,,,,,,,,,Clear,
1/1/2017,6:51:00,6.7,-3.9,47,,,0,North,1016.3,,,,,,,,,,,,Clear,
1/1/2017,7:51:00,6.7,-3.3,49,13,,260,West,1017.3,4.2,,,,,,,,,,,Clear,
1/1/2017,8:51:00,6.7,-3.3,49,9.3,29.6,0,Variable,1018.9,4.9,,,,,,,,,,,Clear,
1/1/2017,9:51:00,7.8,-2.2,50,14.8,31.5,300,WNW,1020.4,5.2,,,,,,,,,,,Scattered Clouds,
1/1/2017,10:51:00,7.2,-5,42,18.5,29.6,310,NW,1021.3,4,,,,,,,,,,,Clear,
1/1/2017,11:51:00,7.8,-5,40,,,0,North,1021.5,,,,,,,,,,,,Clear,
1/1/2017,12:51:00,8.3,-5.6,37,,,0,North,1021.7,,,,,,,,,,,,Clear,
1/1/2017,13:51:00,8.3,-6.7,34,7.4,,0,Variable,1022.1,,,,,,,,,,,,Clear,
1/1/2017,14:51:00,8.3,-7.8,32,7.4,,0,Variable,1023.1,,,,,,,,,,,,Clear,
1/1/2017,15:51:00,8.3,-7.8,32,9.3,,260,West,1024.4,,,,,,,,,,,,Clear,
1/1/2017,16:51:00,7.8,-8.3,31,0,,0,North,1025.9,,,,,,,,,,,,Clear,
1/1/2017,17:51:00,7.2,-8.9,31,0,,0,North,1026.7,,,,,,,,,,,,Clear,
1/1/2017,18:51:00,6.1,-7.2,38,5.6,,60,ENE,1027.5,5.2,,,,,,,,,,,Clear,
1/1/2017,19:51:00,5,-6.7,43,7.4,,60,ENE,1028.5,3.3,,,,,,,,,,,Clear,
1/1/2017,20:51:00,5.6,-7.8,38,9.3,,50,NE,1029.3,3.6,,,,,,,,,,,Clear,
1/1/2017,21:51:00,5.6,-7.8,38,7.4,,50,NE,1030.2,4,,,,,,,,,,,Clear,
1/1/2017,22:51:00,5,-7.2,41,7.4,,60,ENE,1030.6,3.3,,,,,,,,,,,Clear,
1/1/2017,23:51:00,5,-6.7,43,13,,60,ENE,1030.1,2.1,,,,,,,,,,,Clear,
1/2/2017,0:51:00,4.4,-5,51,13,,60,ENE,1030.1,1.4,,,,,,,,,,,Clear,
1/2/2017,1:51:00,3.3,-2.2,68,14.8,,70,ENE,1030.7,-0.3,,,,,,,,,,,Clear,
1/2/2017,2:51:00,3.3,-2.8,65,9.3,,0,Variable,1030.7,0.8,,,,,,,,,,,Clear,
1/2/2017,3:51:00,3.9,-4.4,55,11.1,,90,East,1031.1,1.1,,,,,,,,,,,Clear,
1/2/2017,4:51:00,3.3,-3.9,60,11.1,,50,NE,1031.6,0.4,,,,,,,,,,,Clear,
1/2/2017,5:51:00,3.3,-4.4,57,11.1,,60,ENE,1031.7,0.4,,,,,,,,,,,Clear,
1/2/2017,6:51:00,3.9,-4.4,55,11.1,,0,Variable,1031.8,1.1,,,,,,,,,,,Mostly Cloudy,
1/2/2017,7:51:00,2.8,-1.1,76,11.1,,70,ENE,1032.2,-0.2,,0.3,,,,,,,,,Overcast,
1/2/2017,8:51:00,2.8,0.6,86,7.4,,0,Variable,1032.4,0.7,,0.5,,,,,,,,,Overcast,
1/2/2017,9:51:00,3.9,1.1,82,14.8,,70,ENE,1032.8,0.4,,0.3,,,,,,,,,Overcast,
1/2/2017,10:51:00,4.4,1.1,79,13,,70,ENE,1032.4,1.4,,0,,,,,,,,,Light Rain,
1/2/2017,11:51:00,3.9,1.1,82,14.8,,90,East,1031.1,0.4,,0,,,,,,,,,Light Rain,
1/2/2017,12:51:00,3.9,2.2,89,16.7,27.8,80,East,1030.2,0.2,,0.3,,,,,,,,,Light Rain,
1/2/2017,13:51:00,3.9,2.2,89,14.8,,80,East,1029.4,0.4,,0.5,,,,,,,,,Light Rain,
1/2/2017,14:19:00,3.9,2.8,93,18.5,,80,East,1030,-0.1,,0.3,,,,,,,,,Light Rain,
1/2/2017,14:46:00,4,3,93,16.7,25.9,70,ENE,1030,0.3,,0.5,,,,,,,,,Light Rain,
1/2/2017,14:51:00,3.9,2.8,93,16.7,,70,ENE,1029.4,0.2,,0.5,,,,,,,,,Light Rain,
1/2/2017,15:02:00,3.9,2.8,93,13,,70,ENE,1030.4,0.8,,0.3,,,,,,,,,Light Rain,
1/2/2017,15:38:00,3.9,2.8,93,16.7,,80,East,1030,0.2,,0.5,,,,,,,,,Overcast,
1/2/2017,15:51:00,4.4,2.8,89,14.8,27.8,50,NE,1029.5,1.1,,0.5,,,,,,,,,Overcast,
1/2/2017,16:51:00,3.9,2.8,93,13,,80,East,1028.9,0.8,,0.5,,,,,,,,,Light Rain,
1/2/2017,17:51:00,3.9,2.8,93,18.5,,70,ENE,1028.5,-0.1,,0.5,,,,,,,,,Light Rain,
1/2/2017,18:25:00,3.9,3.3,96,16.7,,60,ENE,1029.3,0.2,,0.5,,,,,,,,,Light Rain,
1/2/2017,18:34:00,3.9,3.3,96,14.8,,70,ENE,1029,0.4,,0.5,,,,,,,,,Light Rain,
1/2/2017,18:51:00,3.9,3.3,96,20.4,31.5,60,ENE,1028.2,-0.3,,0.8,,,,,,,,,Overcast,
1/2/2017,19:51:00,3.9,3.3,96,20.4,33.3,70,ENE,1027.9,-0.3,,,,,,,,,,,Overcast,
1/2/2017,20:51:00,3.9,3.3,96,24.1,37,70,ENE,1026.2,-0.8,,,,,,,,,,,Overcast,
1/2/2017,21:51:00,3.9,3.3,96,18.5,35.2,70,ENE,1025.8,-0.1,,,,,,,,,,,Overcast,
1/2/2017,22:51:00,3.9,3.3,96,13,,70,ENE,1026.1,0.8,,,,,,,,,,,Overcast,
1/2/2017,23:51:00,3.9,2.8,93,16.7,31.5,70,ENE,1024.7,0.2,,0.5,,,,,,,,,Light Rain,
1/3/2017,0:04:00,3.9,3.3,96,22.2,29.6,60,ENE,1024.9,-0.6,,0.3,,,,,,,,,Light Rain,
1/3/2017,0:51:00,3.9,3.3,96,20.4,31.5,70,ENE,1023.2,-0.3,,0.8,,,,,,,,,Light Rain,
1/3/2017,1:01:00,3.9,3.3,96,24.1,33.3,70,ENE,1023.9,-0.8,,0.3,,,,,,,,,Light Rain,
1/3/2017,1:51:00,3.9,3.3,96,16.7,,60,ENE,1023.2,0.2,,1,,,,,,,,,Light Rain,
1/3/2017,2:18:00,3.9,3.3,96,14.8,29.6,70,ENE,1023.2,0.4,,0.5,,,,,,,,,Light Rain,
1/3/2017,2:51:00,3.9,3.3,96,20.4,29.6,60,ENE,1022.2,-0.3,,0.5,,,,,,,,,Overcast,
1/3/2017,3:51:00,3.9,3.3,96,13,27.8,70,ENE,1021.1,0.8,,0.3,,,,,,,,,Overcast,
1/3/2017,4:51:00,3.9,3.3,96,14.8,33.3,70,ENE,1020.1,0.4,,,,,,,,,,,Overcast,
1/3/2017,5:51:00,3.9,3.3,96,16.7,35.2,80,East,1019.5,0.2,,,,,,,,,,,Overcast,
1/3/2017,6:51:00,3.9,3.3,96,20.4,37,70,ENE,1018.3,-0.3,,,,,,,,,,,Overcast,
1/3/2017,7:51:00,3.9,3.9,100,18.5,35.2,80,East,1017.1,-0.1,,,,,,,,,,,Overcast,
1/3/2017,8:18:00,4.4,3.9,97,20.4,40.7,60,ENE,1017.5,0.3,,,,,,,,,,,Overcast,
1/3/2017,8:51:00,4.4,3.9,97,22.2,46.3,60,ENE,1016.2,0.1,,,,,,,,,,,Overcast,
1/3/2017,9:51:00,4.4,3.9,97,24.1,37,60,ENE,1015.6,-0.1,,,,,,,,,,,Overcast,
1/3/2017,10:25:00,4.4,4.4,100,18.5,31.5,70,ENE,1015.5,0.5,,0,,,,,,,,,Light Rain,
1/3/2017,10:51:00,4.4,4.4,100,27.8,46.3,80,East,1014,-0.5,,0.3,,,,,,,,,Light Rain,
1/3/2017,11:00:00,4.4,4.4,100,20.4,46.3,60,ENE,1014.1,0.3,,0,,,,,,,,,Light Rain,
1/3/2017,11:18:00,4.4,4.4,100,24.1,38.9,70,ENE,1013.1,-0.1,,0.5,,,,,,,,,Light Rain,
1/3/2017,11:51:00,5,4.4,96,25.9,46.3,70,ENE,1010.9,0.4,,1,,,,,,,,,Light Rain,
1/3/2017,12:41:00,5,5,100,25.9,44.4,80,East,1010,0.4,,1.3,,,,,,,,,Rain,
1/3/2017,12:51:00,5,5,100,22.2,40.7,70,ENE,1008.9,0.8,,1.8,,,,,,,,,Rain,
1/3/2017,13:06:00,5,5,100,20.4,40.7,70,ENE,1009,1,,0.5,,,,,,,,,Light Rain,
1/3/2017,13:43:00,5,5,100,24.1,38.9,70,ENE,1007.7,0.6,,1.5,,,,,,,,,Rain,
1/3/2017,13:51:00,5,5,100,27.8,44.4,70,ENE,1006.4,0.3,,2,,,,,,,,,Rain,
1/3/2017,14:05:00,5,5,100,20.4,48.2,70,ENE,1006.7,1,,0.3,,,,,,,,,Light Rain,
1/3/2017,14:37:00,5.6,5,96,25.9,42.6,70,ENE,1006.3,1.2,,0.8,,,,,,,,,Light Rain,
1/3/2017,14:51:00,5.6,5,96,25.9,40.7,70,ENE,1005.2,1.2,,0.8,,,,,,,,,Light Rain,
1/3/2017,15:11:00,5.6,5,96,27.8,40.7,70,ENE,1005.6,1.1,,0.3,,,,,,,,,Light Rain,
1/3/2017,15:20:00,5.6,5,96,20.4,44.4,80,East,1005.3,1.8,,0.8,,,,,,,,,Light Rain,
1/3/2017,15:39:00,5.6,5.6,100,24.1,37,70,ENE,1005,1.4,,1.3,,,,,,,,,Light Rain,
1/3/2017,15:51:00,5.6,5,96,20.4,40.7,70,ENE,1003.9,1.8,,2,,,,,,,,,Rain,
1/3/2017,16:33:00,5.6,5.6,100,22.2,46.3,70,ENE,1003.3,1.6,,2.8,,,,,,,,,Light Rain,
1/3/2017,16:41:00,5.6,5.6,100,27.8,44.4,70,ENE,1002.9,1.1,,2.8,,,,,,,,,Light Rain,
1/3/2017,16:51:00,6.1,5.6,97,20.4,42.6,70,ENE,1002.4,2.4,,2.8,,,,,,,,,Overcast,
1/3/2017,17:51:00,6.1,5.6,97,16.7,31.5,80,East,1002.3,2.9,,,,,,,,,,,Overcast,
1/3/2017,18:00:00,6.1,5.6,97,16.7,,60,ENE,1002.9,2.9,,0,,,,,,,,,Light Rain,
1/3/2017,18:51:00,6.1,6.1,100,24.1,,60,ENE,1001,2,,0.8,,,,,,,,,Overcast,
1/3/2017,19:31:00,6.1,6.1,100,11.1,,60,ENE,1000.6,3.8,,,,,,,,,,,Overcast,
1/3/2017,19:51:00,6.1,6.1,100,0,,0,North,999.7,,,,,,,,,,,,Overcast,
1/3/2017,20:18:00,5.6,5.6,100,5.6,,0,Variable,999.5,4.6,,,,,,,,,,,Overcast,
1/3/2017,20:51:00,6.1,5.6,97,7.4,,0,Variable,999,4.6,,,,,,,,,,,Overcast,
1/3/2017,21:17:00,5.6,5.6,100,5.6,,10,North,999.5,4.6,,,,,,,,,,,Overcast,
1/3/2017,21:43:00,5,5,100,5.6,,0,Variable,999.5,3.9,,,,,,,,,,,Overcast,
1/3/2017,21:51:00,5,5,100,0,,0,North,998.6,,,,,,,,,,,,Overcast,
1/3/2017,22:26:00,5,5,100,7.4,,300,WNW,999.5,3.3,,0,,,,,,,,,Light Rain,
1/3/2017,22:51:00,5,5,100,5.6,,0,Variable,998.4,3.9,,0.3,,,,,,,,,Light Rain,
1/3/2017,23:35:00,5,4.4,96,5.6,,0,Variable,998.9,3.9,,0.5,,,,,,,,,Light Rain,
1/3/2017,23:51:00,5,5,100,5.6,,0,Variable,998.4,3.9,,0.8,,,,,,,,,Overcast,
1/4/2017,0:39:00,5,4.4,96,9.3,,290,WNW,998.2,2.8,,,,,,,,,,,Overcast,
1/4/2017,0:51:00,5,4.4,96,5.6,,290,WNW,997.4,3.9,,,,,,,,,,,Overcast,
1/4/2017,1:07:00,4.4,4.4,100,5.6,,270,West,998.5,3.2,,,,,,,,,,,Overcast,
1/4/2017,1:44:00,5,3.9,93,9.3,,0,Variable,998.2,2.8,,,,,,,,,,,Overcast,
1/4/2017,1:51:00,5,3.9,93,9.3,,290,WNW,997.6,2.8,,,,,,,,,,,Overcast,
1/4/2017,2:27:00,5,3.9,93,5.6,,290,WNW,997.9,3.9,,,,,,,,,,,Overcast,
1/4/2017,2:51:00,5,4.4,96,9.3,,300,WNW,997,2.8,,,,,,,,,,,Overcast,
1/4/2017,3:38:00,5.6,4.4,92,5.6,,0,Variable,997.5,4.6,,,,,,,,,,,Overcast,
1/4/2017,3:51:00,5.6,3.9,89,7.4,,250,WSW,996.9,4,,,,,,,,,,,Overcast,
1/4/2017,4:46:00,6,4,87,,,0,North,997.9,,,,,,,,,,,,Overcast,
1/4/2017,4:51:00,5.6,3.9,89,7.4,,260,West,996.9,4,,,,,,,,,,,Overcast,
1/4/2017,5:51:00,5.6,3.9,89,13,,250,WSW,997.4,2.8,,,,,,,,,,,Overcast,
1/4/2017,6:51:00,6.1,4.4,89,14.8,,250,WSW,997.8,3.2,,,,,,,,,,,Overcast,
1/4/2017,7:51:00,6.1,5,93,7.4,,0,Variable,998.2,4.6,,,,,,,,,,,Overcast,
1/4/2017,8:12:00,6.7,5,89,0,,0,North,998.9,,,,,,,,,,,,Overcast,
1/4/2017,8:19:00,6.7,5,89,,,0,North,998.9,,,,,,,,,,,,Overcast,
1/4/2017,8:51:00,7.2,5,86,7.4,,0,Variable,998.6,5.9,,,,,,,,,,,Scattered Clouds,
1/4/2017,8:59:00,7.2,5,86,11.1,,0,Variable,999.2,5.1,,,,,,,,,,,Mostly Cloudy,
1/4/2017,9:06:00,7.2,5,86,16.7,31.5,250,WSW,999.5,4.3,,,,,,,,,,,Mostly Cloudy,
1/4/2017,9:25:00,7.8,5.6,86,,,0,North,999.9,,,,,,,,,,,,Overcast,
1/4/2017,9:51:00,7.8,5,83,0,,0,North,998.9,,,,,,,,,,,,Overcast,
1/4/2017,10:23:00,8.3,5,80,7.4,,0,Variable,999.9,,,,,,,,,,,,Scattered Clouds,
1/4/2017,10:51:00,8.9,5,77,7.4,,250,WSW,998.7,,,,,,,,,,,,Scattered Clouds,
1/4/2017,11:32:00,8.9,5,77,,,0,North,999.5,,,,,,,,,,,,Overcast,
1/4/2017,11:51:00,8.9,5,77,11.1,,0,Variable,998.8,,,,,,,,,,,,Overcast,
1/4/2017,12:33:00,10,5.6,74,7.4,,0,Variable,999.2,,,,,,,,,,,,Overcast,
1/4/2017,12:51:00,10,5,71,,,0,North,998.4,,,,,,,,,,,,Overcast,
1/4/2017,13:51:00,10.6,3.3,61,18.5,33.3,270,West,998.3,,,,,,,,,,,,Mostly Cloudy,
1/4/2017,14:51:00,11.1,1.1,50,,,0,North,998.3,,,,,,,,,,,,Scattered Clouds,
1/4/2017,15:51:00,10,-3.3,39,18.5,44.4,290,WNW,999.4,,,,,,,,,,,,Clear,
1/4/2017,16:51:00,8.3,-4.4,41,25.9,44.4,290,WNW,999.8,,,,,,,,,,,,Clear,
1/4/2017,17:51:00,7.2,-5,42,20.4,46.3,280,West,1000.6,3.8,,,,,,,,,,,Clear,
1/4/2017,18:51:00,6.7,-7.2,37,27.8,50,280,West,1001.6,2.5,,,,,,,,,,,Clear,
1/4/2017,19:51:00,5,-10.6,32,20.4,48.2,290,WNW,1003,1,,,,,,,,,,,Clear,
1/4/2017,20:51:00,3.9,-12.2,30,,,0,North,1003.9,,,,,,,,,,,,Clear,
1/4/2017,21:51:00,2.8,-10.6,37,16.7,27.8,280,West,1005,-1.2,,,,,,,,,,,Clear,
1/4/2017,22:51:00,1.7,-11.7,37,9.3,,0,Variable,1006,-1.1,,,,,,,,,,,Clear,
1/4/2017,23:51:00,1.1,-11.7,38,,,0,North,1006.5,,,,,,,,,,,,Clear,
1/5/2017,0:51:00,0.6,-11.7,40,11.1,,270,West,1007.3,-2.8,,,,,,,,,,,Clear,
1/5/2017,1:51:00,-0.6,-12.2,42,7.4,35.2,0,Variable,1008.3,-3.2,,,,,,,,,,,Clear,
1/5/2017,2:51:00,-1.1,-12.2,43,14.8,27.8,260,West,1009.3,-5.7,,,,,,,,,,,Clear,
1/5/2017,3:51:00,-1.7,-12.2,45,,,0,North,1010.1,,,,,,,,,,,,Clear,
1/5/2017,4:51:00,-2.2,-12.8,45,14.8,27.8,290,WNW,1011,-7.1,,,,,,,,,,,Clear,
1/5/2017,5:51:00,-2.2,-13.3,43,,,0,North,1012.1,,,,,,,,,,,,Clear,
1/5/2017,6:51:00,-2.8,-13.9,43,18.5,38.9,260,West,1013.3,-8.5,,,,,,,,,,,Clear,
1/5/2017,7:51:00,-2.8,-13.3,45,20.4,31.5,290,WNW,1013.6,-8.8,,,,,,,,,,,Clear,
1/5/2017,8:51:00,-2.8,-13.9,43,14.8,29.6,290,WNW,1014.4,-7.8,,,,,,,,,,,Clear,
1/5/2017,9:51:00,-2.2,-13.9,41,13,37,250,WSW,1015.7,-6.7,,,,,,,,,,,Clear,
1/5/2017,10:51:00,-1.7,-13.9,40,16.7,27.8,290,WNW,1014.8,-6.8,,,,,,,,,,,Overcast,
1/5/2017,11:51:00,-1.7,-13.9,40,13,31.5,250,WSW,1014.5,-6.1,,,,,,,,,,,Partly Cloudy,
1/5/2017,12:51:00,-0.6,-13.3,38,14.8,,290,WNW,1013.3,-5.1,,,,,,,,,,,Clear,
1/5/2017,13:51:00,-0.6,-13.3,38,14.8,,280,West,1013.3,-5.1,,,,,,,,,,,Clear,
1/5/2017,14:51:00,0,-12.8,38,0,,0,North,1013.2,,,,,,,,,,,,Clear,
1/5/2017,15:51:00,0,-12.8,38,0,,0,North,1013.4,,,,,,,,,,,,Clear,
1/5/2017,16:51:00,0,-12.8,38,7.4,,280,West,1013,-2.5,,,,,,,,,,,Clear,
1/5/2017,17:51:00,-0.6,-12.2,42,11.1,27.8,0,Variable,1014.1,-4.3,,,,,,,,,,,Scattered Clouds,
1/5/2017,18:51:00,0,-11.7,42,20.4,27.8,260,West,1014,-5.3,,,,,,,,,,,Overcast,
1/5/2017,19:51:00,0,-11.1,44,14.8,27.8,280,West,1014.8,-4.4,,,,,,,,,,,Mostly Cloudy,
1/5/2017,20:51:00,0,-11.1,44,13,,280,West,1014.8,-4,,,,,,,,,,,Overcast,
1/5/2017,21:51:00,0,-11.1,44,9.3,27.8,250,WSW,1014.6,-3.1,,,,,,,,,,,Overcast,
1/5/2017,22:51:00,-0.6,-10,50,,,0,North,1014.2,,,,,,,,,,,,Mostly Cloudy,
1/5/2017,23:51:00,-0.6,-9.4,52,13,,270,West,1014.1,-4.7,,,,,,,,,,,Overcast,
1/6/2017,0:29:00,-1.1,-6.7,66,13,,240,WSW,1015.1,-5.3,,0,,,,,,,,,Light Snow,
1/6/2017,0:37:00,-1.7,-5.6,75,9.3,,270,West,1015.1,-5.1,,0,,,,,,,,,Light Snow,
1/6/2017,0:51:00,-2.2,-4.4,85,7.4,,280,West,1014.8,-5.1,,0,,,,,,,,,Snow,
1/6/2017,1:02:00,-2.2,-4.4,85,0,,0,North,1015.1,,,0.3,,,,,,,,,Light Snow,
1/6/2017,1:10:00,-2.2,-4.4,85,9.3,,280,West,1015.1,-5.7,,0.3,,,,,,,,,Light Snow,
1/6/2017,1:31:00,-2.2,-4.4,85,7.4,,270,West,1014.8,-5.1,,0.5,,,,,,,,,Light Snow,
1/6/2017,1:51:00,-2.2,-4.4,85,5.6,,280,West,1014.4,-4.3,,0.5,,,,,,,,,Light Snow,
1/6/2017,2:13:00,-2.2,-4.4,85,7.4,,300,WNW,1015.5,-5.1,,0.3,,,,,,,,,Light Snow,
1/6/2017,2:29:00,-2.8,-4.4,89,11.1,,290,WNW,1015.1,-6.9,,0.3,,,,,,,,,Light Snow,
1/6/2017,2:51:00,-2.8,-4.4,89,0,,0,North,1014,,,0.5,,,,,,,,,Light Snow,
1/6/2017,3:02:00,-2.8,-3.9,92,,,0,North,1014.4,,,0,,,,,,,,,Light Snow,
1/6/2017,3:13:00,-2.2,-3.9,88,0,,0,North,1014.1,,,0,,,,,,,,,Overcast,
1/6/2017,3:51:00,-2.2,-5,81,0,,0,North,1013.1,,,0,,,,,,,,,Overcast,
1/6/2017,4:51:00,-2.2,-5,81,5.6,,0,Variable,1013.8,-4.3,,0,,,,,,,,,Haze,
1/6/2017,5:51:00,-2.2,-5.6,78,0,,0,North,1014.2,,,,,,,,,,,,Overcast,
1/6/2017,6:51:00,-2.2,-5.6,78,0,,0,North,1015.8,,,0,,,,,,,,,Haze,
1/6/2017,7:04:00,-2.2,-5.6,78,0,,0,North,1016.5,,,0,,,,,,,,,Light Snow,
1/6/2017,7:31:00,-2.2,-5.6,78,5.6,,50,NE,1016.5,-4.3,,0.3,,,,,,,,,Light Snow,
1/6/2017,7:41:00,-2.2,-5,81,7.4,,0,Variable,1016.8,-5.1,,0.3,,,,,,,,,Light Snow,
1/6/2017,7:51:00,-2.2,-5.6,78,7.4,,0,Variable,1016.1,-5.1,,0.3,,,,,,,,,Haze,
1/6/2017,8:51:00,-1.7,-7.2,67,,,0,North,1017.1,,,,,,,,,,,,Overcast,
1/6/2017,9:51:00,-1.7,-9.4,56,13,,300,WNW,1017.6,-6.1,,,,,,,,,,,Scattered Clouds,
1/6/2017,10:51:00,-0.6,-8.9,54,11.1,,0,Variable,1017.9,-4.3,,,,,,,,,,,Clear,
1/6/2017,11:51:00,-0.6,-9.4,52,7.4,,0,Variable,1017.2,-3.2,,,,,,,,,,,Clear,
1/6/2017,12:51:00,0.6,-10,46,5.6,,0,Variable,1017.1,-1.1,,,,,,,,,,,Mostly Cloudy,
1/6/2017,13:51:00,0,-11.7,42,7.4,,0,Variable,1017.1,-2.5,,,,,,,,,,,Clear,
1/6/2017,14:51:00,0,-12.2,40,5.6,,0,Variable,1017.7,-1.8,,,,,,,,,,,Overcast,
1/6/2017,15:51:00,0,-12.2,40,13,,310,NW,1018.5,-4,,,,,,,,,,,Overcast,
1/6/2017,16:51:00,0,-12.2,40,9.3,,300,WNW,1019.8,-3.1,,,,,,,,,,,Mostly Cloudy,
1/6/2017,17:51:00,-0.6,-12.8,40,14.8,,310,NW,1021.2,-5.1,,,,,,,,,,,Clear,
1/6/2017,18:51:00,-1.1,-13.3,40,13,,350,North,1022.1,-5.3,,,,,,,,,,,Clear,
1/6/2017,19:51:00,-1.7,-12.8,43,7.4,,0,Variable,1022.8,-4.5,,,,,,,,,,,Clear,
1/6/2017,20:51:00,-2.2,-13.3,43,14.8,,350,North,1023.6,-7.1,,,,,,,,,,,Clear,
1/6/2017,21:51:00,-2.8,-13.3,45,7.4,,0,Variable,1024,-5.8,,,,,,,,,,,Clear,
1/6/2017,22:51:00,-3.3,-13.9,44,11.1,,0,Variable,1023.7,-7.5,,,,,,,,,,,Clear,
1/6/2017,23:51:00,-3.9,-13.9,46,5.6,,0,Variable,1025,-6.3,,,,,,,,,,,Clear,
1/7/2017,0:51:00,-3.9,-12.8,51,5.6,,0,Variable,1025.1,-6.3,,,,,,,,,,,Clear,
1/7/2017,1:51:00,-3.9,-12.2,53,9.3,,0,Variable,1025.5,-7.7,,,,,,,,,,,Clear,
1/7/2017,2:51:00,-3.9,-13.3,49,14.8,,360,North,1026.3,-9.2,,,,,,,,,,,Clear,
1/7/2017,3:51:00,-4.4,-12.8,53,9.3,,0,Variable,1026.4,-8.3,,,,,,,,,,,Partly Cloudy,
1/7/2017,4:51:00,-4.4,-15,44,14.8,,50,NE,1026.6,-9.8,,,,,,,,,,,Mostly Cloudy,
1/7/2017,5:51:00,-5,-15.6,44,18.5,,50,NE,1025.9,-11.3,,,,,,,,,,,Overcast,
1/7/2017,6:51:00,-5,-15,46,9.3,,0,Variable,1025.3,-9,,,,,,,,,,,Overcast,
1/7/2017,7:51:00,-5,-15,46,16.7,33.3,50,NE,1025.8,-10.9,,,,,,,,,,,Overcast,
1/7/2017,8:51:00,-5.6,-12.8,58,14.8,27.8,60,ENE,1026.1,-11.3,,0,,,,,,,,,Light Snow,
1/7/2017,9:16:00,-5.6,-11.1,66,14.8,,60,ENE,1026.6,-11.3,,0,,,,,,,,,Light Snow,
1/7/2017,9:24:00,-5.6,-10.6,68,9.3,,0,Variable,1026.6,-9.7,,0,,,,,,,,,Light Snow,
1/7/2017,9:48:00,-6,-10,74,11.1,25.9,0,Variable,1026.3,-10.8,,0,,,,,,,,,Snow,
1/7/2017,9:51:00,-6.1,-9.4,78,14.8,,40,NE,1025.8,-11.9,,0,,,,,,,,,Snow,
1/7/2017,10:28:00,-6.1,-8.9,81,14.8,25.9,20,NNE,1026,-11.9,,0.5,,,,,,,,,Heavy Snow,
1/7/2017,10:51:00,-6.7,-8.3,89,14.8,,40,NE,1024.9,-12.6,,1,,,,,,,,,Snow,
1/7/2017,11:51:00,-6.1,-8.3,85,13,29.6,20,NNE,1022.9,-11.4,,0.8,,,,,,,,,Snow,
1/7/2017,12:03:00,-6.1,-8.3,85,13,25.9,30,NNE,1023.6,-11.4,,0.3,,,,,,,,,Light Snow,
1/7/2017,12:12:00,-6.1,-8.3,85,11.1,,0,Variable,1022.9,-10.9,,0.3,,,,,,,,,Snow,
1/7/2017,12:51:00,-6.1,-8.3,85,13,29.6,350,North,1021.8,-11.4,,1,,,,,,,,,Snow,
1/7/2017,13:22:00,-6.1,-8.9,81,13,29.6,360,North,1021.9,-11.4,,0.3,,,,,,,,,Snow,
1/7/2017,13:32:00,-6.7,-8.9,85,13,,350,North,1022.6,-12.1,,0.5,,,,,,,,,Snow,
1/7/2017,13:51:00,-6.7,-8.3,89,18.5,,340,NNW,1021,-13.4,,0.8,,,,,,,,,Snow,
1/7/2017,14:51:00,-6.7,-8.3,89,5.6,,0,Variable,1021.5,-9.5,,0.8,,,,,,,,,Snow,
1/7/2017,15:51:00,-6.7,-7.8,92,9.3,,0,Variable,1019.5,-11,,0.8,,,,,,,,,Snow,
1/7/2017,16:09:00,-6.7,-8.3,89,7.4,,0,Variable,1021.2,-10.3,,0.5,,,,,,,,,Snow,
1/7/2017,16:30:00,-6.7,-8.3,89,9.3,27.8,0,Variable,1020.5,-11,,0.8,,,,,,,,,Snow,
1/7/2017,16:51:00,-6.7,-8.3,89,11.1,29.6,0,Variable,1019.8,-11.6,,1.3,,,,,,,,,Snow,
1/7/2017,17:51:00,-6.7,-8.3,89,16.7,31.5,360,North,1020,-13,,0.8,,,,,,,,,Snow,
1/7/2017,18:33:00,-6.7,-8.3,89,9.3,33.3,0,Variable,1020.5,-11,,0.8,,,,,,,,,Light Snow,
1/7/2017,18:48:00,-7,-8,93,13,25.9,330,NNW,1020.5,-12.5,,0.8,,,,,,,,,Light Snow,
1/7/2017,18:51:00,-6.7,-8.3,89,7.4,25.9,0,Variable,1019.9,-10.3,,0.8,,,,,,,,,Light Snow,
1/7/2017,19:05:00,-6.1,-8.3,85,14.8,27.8,330,NNW,1020.5,-11.9,,0,,,,,,,,,Light Snow,
